id,event_cause_code,corridor_final_code,police_station_code,event_type_planned,priority_high,was_escalated_int,is_weekend_int,hour,dow_num,month,signal_score,latitude,longitude,corridor_final,event_cause,corridor_confidence,corridor_agreement,corridor_source,requires_road_closure
FKID000026,5,11,17,0,1,1,0,8,1,1,0.05874872469017507,12.9856042,77.5977438,CBD 2,pot_holes,0.985,1,predicted,False
FKID000027,0,12,18,0,1,1,0,8,1,1,0.05721623039627306,12.9077383,77.6005709,Bannerghata Road,vehicle_breakdown,1.0,1,original,False
FKID000028,5,13,19,0,0,1,0,8,1,1,0.05887451085369708,12.9635109,77.6642122,Old Airport Road,pot_holes,0.9183333333333333,1,predicted,False
FKID000029,5,5,15,0,0,1,0,8,1,1,0.06550862190452002,12.9667073,77.6615616,Non-corridor,pot_holes,0.6966666666666667,0,unresolved,False
FKID000030,5,5,15,0,0,1,0,8,1,1,0.06550862190452002,12.9666867,77.6616478,Non-corridor,pot_holes,0.6966666666666667,0,unresolved,False
FKID000031,0,12,18,0,1,1,0,8,1,1,0.05721623039627306,12.907814,77.6006561,Bannerghata Road,vehicle_breakdown,1.0,1,original,True
FKID000032,0,12,20,0,1,1,0,5,1,1,0.058961859352520796,12.8955737,77.5993711,Bannerghata Road,vehicle_breakdown,1.0,1,original,False
FKID000033,2,5,13,0,0,1,0,20,3,3,0.1361495826187455,12.92757,77.5832051,Non-corridor,tree_fall,0.89,0,unresolved,False
FKID000034,6,14,12,0,1,0,0,5,1,1,0.06255249035125307,13.044697,77.5828546,ORR North 2,congestion,1.0,1,original,False
FKID000035,5,5,15,0,0,1,0,8,1,1,0.06550862190452002,12.9666885,77.6616396,Non-corridor,pot_holes,0.6966666666666667,0,unresolved,False
FKID000036,0,15,21,0,1,1,0,20,3,3,0.057487472475655235,12.9789228,77.5644032,Magadi Road,vehicle_breakdown,1.0,1,original,False
FKID000037,3,5,22,0,0,0,0,3,1,1,0.06704392601138015,12.8636494,77.6725849,Non-corridor,accident,0.848618145035532,0,unresolved,False
FKID000038,0,12,18,0,1,1,0,15,1,1,0.06659441592124757,12.9219483,77.6002467,Bannerghata Road,vehicle_breakdown,1.0,1,original,False
FKID000039,5,5,15,0,0,1,0,8,1,1,0.06550862190452002,12.9666597,77.661556,Non-corridor,pot_holes,0.6966666666666667,0,unresolved,False
FKID000040,7,1,19,1,1,0,0,11,1,1,0.1690492531917024,12.946469,77.6986754,ORR East 1,construction,1.0,1,original,False
FKID000041,1,3,23,0,1,1,0,20,3,3,0.06730547014181738,12.9936273,77.5844677,Bellary Road 1,others,1.0,1,original,True
FKID000042,0,1,19,0,1,1,0,20,1,1,0.0589165739863894,12.9465079,77.6986339,ORR East 1,vehicle_breakdown,1.0,1,original,False
FKID000043,0,0,24,0,0,1,0,18,3,3,0.062130339062433884,13.0467058,77.5036495,Tumkur Road,vehicle_breakdown,0.935,1,predicted,False
FKID000044,0,0,0,0,0,1,0,6,3,12,0.06583078897325037,13.0166142,77.5054464,Tumkur Road,vehicle_breakdown,0.8882056015280178,1,predicted,False
FKID000045,7,16,25,1,0,1,0,21,1,1,0.16128409280548567,13.0085677,77.6131497,Airport New South Road,construction,0.9083333333333333,1,predicted,True
FKID000046,0,0,26,0,1,1,0,19,1,1,0.057614648427395575,13.0309717,77.5364661,Tumkur Road,vehicle_breakdown,1.0,1,original,False
FKID000047,1,0,26,0,1,1,0,20,3,3,0.06292824780339447,13.0262806,77.5442344,Tumkur Road,others,1.0,1,original,False
FKID000048,2,3,23,0,1,1,0,20,3,3,0.12877364628729784,12.9938639,77.5844374,Bellary Road 1,tree_fall,1.0,1,original,False
FKID000049,0,1,27,0,1,1,0,21,1,1,0.06307696417607307,12.9188682,77.6687736,ORR East 1,vehicle_breakdown,1.0,1,original,False
FKID000050,6,17,15,0,1,0,0,20,1,1,0.06157558792961082,12.9546127,77.6423399,IRR(Thanisandra road),congestion,1.0,1,original,False
FKID000051,0,2,9,0,1,1,0,21,1,1,0.07095902805813695,12.936133,77.5187044,Mysore Road,vehicle_breakdown,1.0,1,original,False
FKID000052,7,6,19,1,1,1,0,20,1,1,0.1358127696897488,12.9694079,77.7006346,ORR East 2,construction,1.0,1,original,False
FKID000053,0,3,23,0,1,1,0,21,1,1,0.06257756313787262,12.9849833,77.5883633,Bellary Road 1,vehicle_breakdown,1.0,1,original,False
FKID000054,0,18,28,0,1,1,0,20,3,3,0.06136970634625751,13.0127301,77.5545135,West of Chord Road,vehicle_breakdown,1.0,1,original,False
FKID000055,8,5,16,0,0,1,0,21,1,1,0.08614261572475061,12.9842019,77.7336286,Non-corridor,road_conditions,0.8400000000000001,0,unresolved,False
FKID000057,0,5,10,0,0,1,0,22,1,1,0.06703482524895701,12.9848257,77.7527586,Non-corridor,vehicle_breakdown,0.8583333333333334,0,unresolved,False
FKID000058,2,3,23,0,1,1,0,20,3,3,0.12877364628729784,12.9932986,77.5837571,Bellary Road 1,tree_fall,1.0,1,original,False
FKID000059,2,3,23,0,1,1,0,20,3,3,0.12877364628729784,12.9937523,77.5842482,Bellary Road 1,tree_fall,1.0,1,original,False
FKID000060,2,3,23,0,1,1,0,20,3,3,0.12877364628729784,12.9938868,77.5841876,Bellary Road 1,tree_fall,1.0,1,original,False
FKID000061,0,1,19,0,1,1,0,23,1,1,0.06528460380413323,12.9368467,77.6928653,ORR East 1,vehicle_breakdown,1.0,1,original,False
FKID000062,2,5,28,0,0,1,0,20,3,3,0.1361495826187455,13.0126766,77.5581246,Non-corridor,tree_fall,0.6993372749374043,1,unresolved,True
FKID000063,0,2,29,0,0,1,0,23,1,1,0.0731666676861971,12.9513113,77.4994888,Mysore Road,vehicle_breakdown,0.8049999999999999,1,predicted,False
FKID000064,0,0,0,0,0,1,0,21,1,1,0.05820034079944969,13.0160964,77.5068555,Tumkur Road,vehicle_breakdown,0.8441124479561681,1,predicted,False
FKID000065,5,19,17,0,1,1,0,21,3,3,0.061695617593870045,12.9807501,77.6028238,CBD 1,pot_holes,1.0,1,original,False
FKID000066,2,7,20,0,0,1,0,20,3,3,0.12621163675966296,12.9165983,77.583705,ORR West 1,tree_fall,0.9133333333333333,1,predicted,False
FKID000067,5,8,7,0,1,1,0,1,2,1,0.05763891746723271,13.0198619,77.6562235,ORR North 1,pot_holes,0.9966666666666666,1,predicted,False
FKID000068,5,8,7,0,1,1,0,1,2,1,0.05763891746723271,13.0191848,77.6555127,ORR North 1,pot_holes,1.0,1,original,False
FKID000069,0,18,30,0,1,1,0,0,2,1,0.06726395697234452,12.9740913,77.5452252,West of Chord Road,vehicle_breakdown,1.0,1,original,False
FKID000070,0,18,30,0,1,1,0,0,2,1,0.06726395697234452,12.9740971,77.5449011,West of Chord Road,vehicle_breakdown,1.0,1,original,False
FKID000071,0,2,31,0,0,1,0,1,2,1,0.06679398556963613,12.9688926,77.569795,Mysore Road,vehicle_breakdown,0.995,1,predicted,False
FKID000072,5,15,32,0,1,1,0,23,1,1,0.06018044941748975,12.9838737,77.5286068,Magadi Road,pot_holes,1.0,1,original,False
FKID000073,1,5,9,0,0,1,0,23,1,1,0.08104943629100883,12.9595586,77.5162093,Non-corridor,others,0.4751361117090528,1,unresolved,False
FKID000074,0,2,33,0,0,1,0,22,1,1,0.06804035383777372,12.9511354,77.5739687,Mysore Road,vehicle_breakdown,0.8658104107489895,1,predicted,False
FKID000075,0,0,34,0,0,1,0,23,1,1,0.060407980427509854,13.0192138,77.5395595,Tumkur Road,vehicle_breakdown,0.9966666666666666,1,predicted,False
FKID000076,5,7,20,0,0,1,0,21,3,3,0.056340500734328405,12.9161187,77.5856548,ORR West 1,pot_holes,0.9666666666666667,1,predicted,False
FKID000077,0,1,27,0,1,1,0,23,1,1,0.06528460380413323,12.9284355,77.6811918,ORR East 1,vehicle_breakdown,1.0,1,original,True
FKID000078,0,5,35,0,0,1,0,19,3,3,0.06936780709726613,13.0753282,77.4370383,Non-corridor,vehicle_breakdown,0.655,1,unresolved,False
FKID000080,1,2,29,0,0,1,0,21,3,3,0.07984732525176538,12.9449039,77.4949618,Mysore Road,others,0.88,1,predicted,False
FKID000081,2,5,36,0,0,1,0,21,3,3,0.14030997280842913,12.9873133,77.6163481,Non-corridor,tree_fall,0.6565453957435717,0,unresolved,False
FKID000082,7,6,19,1,1,1,0,21,3,3,0.13997315987943248,12.969418,77.7006526,ORR East 2,construction,1.0,1,original,False
FKID000083,1,2,31,0,1,1,0,21,3,3,0.07984732525176538,12.9613232,77.5644194,Mysore Road,others,1.0,1,original,True
FKID000084,1,5,9,0,0,1,0,21,3,3,0.07884179666294867,12.959419,77.5165897,Non-corridor,others,0.4778421719704357,1,unresolved,False
FKID000085,5,17,37,0,0,1,0,21,3,3,0.06047029424465289,12.9431035,77.6220445,IRR(Thanisandra road),pot_holes,0.8768418478916435,1,predicted,False
FKID000086,0,5,22,0,0,1,0,2,2,1,0.06991666158187614,12.8482637,77.6713737,Non-corridor,vehicle_breakdown,0.6895805814254978,1,unresolved,False
FKID000087,0,2,38,0,1,1,0,5,2,1,0.07193483232549377,12.96672,77.6093294,Mysore Road,vehicle_breakdown,1.0,1,original,False
FKID000088,0,8,39,0,1,1,0,21,3,3,0.06547901283164284,13.0253205,77.6400845,ORR North 1,vehicle_breakdown,1.0,1,original,False
FKID000089,0,5,22,0,0,1,0,2,2,1,0.06991666158187614,12.8561783,77.6645205,Non-corridor,vehicle_breakdown,0.8031899403358176,0,unresolved,False
FKID000090,4,2,40,0,1,1,0,3,2,1,0.07771880653500965,12.9641056,77.5825203,Mysore Road,water_logging,1.0,1,original,False
FKID000091,0,15,21,0,1,1,0,1,2,1,0.057482820176838076,12.974757,77.5657216,Magadi Road,vehicle_breakdown,1.0,1,original,False
FKID000092,0,2,40,0,1,1,0,1,2,1,0.06679398556963613,12.9640011,77.5836093,Mysore Road,vehicle_breakdown,1.0,1,original,False
FKID000093,0,2,9,0,1,1,0,4,2,1,0.06845627778310945,12.9480512,77.5343585,Mysore Road,vehicle_breakdown,1.0,1,original,False
FKID000094,0,1,27,0,1,1,0,3,2,1,0.06132294106486706,12.9245654,77.6739287,ORR East 1,vehicle_breakdown,1.0,1,original,False
FKID000095,2,5,41,0,0,0,0,21,3,3,0.14159384049290752,13.0078566,77.5920655,Non-corridor,tree_fall,0.7633333333333333,1,unresolved,False
FKID000096,2,5,28,0,0,1,0,21,3,3,0.14030997280842913,13.0035862,77.5721203,Non-corridor,tree_fall,0.5401132325053543,1,unresolved,True
FKID000097,1,11,6,0,1,1,0,21,3,3,0.07208189944860373,12.9854129,77.5941024,CBD 2,others,1.0,1,original,False
FKID000098,2,7,13,0,0,1,0,21,3,3,0.13037202694934663,12.9272622,77.5806774,ORR West 1,tree_fall,0.8922173882122113,1,predicted,True
FKID000099,2,5,3,0,0,1,0,21,3,3,0.14030997280842913,13.0022504,77.5722138,Non-corridor,tree_fall,0.6788143768837488,1,unresolved,True
FKID000100,2,2,31,0,1,1,0,21,3,3,0.14131550139724586,12.9586724,77.5629452,Mysore Road,tree_fall,1.0,1,original,True
FKID000101,0,3,4,0,1,1,0,3,2,1,0.06082354002666661,13.0369808,77.5895122,Bellary Road 1,vehicle_breakdown,1.0,1,original,False
FKID000102,0,7,13,0,0,1,0,3,2,1,0.058261530499031725,12.9169077,77.5737827,ORR West 1,vehicle_breakdown,0.9983333333333333,1,predicted,False
FKID000103,5,12,20,0,1,1,0,22,3,3,0.05139232798889144,12.9047066,77.6016042,Bannerghata Road,pot_holes,1.0,1,original,False
FKID000104,5,12,20,0,1,1,0,22,3,3,0.05139232798889144,12.9047995,77.6017019,Bannerghata Road,pot_holes,1.0,1,original,False
FKID000105,4,18,30,0,1,1,0,22,3,3,0.07112522390365668,12.9774707,77.5457303,West of Chord Road,water_logging,1.0,1,original,False
FKID000106,5,12,20,0,1,1,0,22,3,3,0.05139232798889144,12.904781,77.6015741,Bannerghata Road,pot_holes,1.0,1,original,False
FKID000107,0,7,42,0,1,1,0,5,2,1,0.06099135787759454,12.9238693,77.5536044,ORR West 1,vehicle_breakdown,1.0,1,original,False
FKID000108,1,2,38,0,0,1,0,7,2,1,0.08544014445017792,12.9585656,77.5932824,Mysore Road,others,0.8316666666666667,1,predicted,False
FKID000109,2,2,31,0,1,1,0,22,3,3,0.13839682717688265,12.9601533,77.5633429,Mysore Road,tree_fall,1.0,1,original,False
FKID000110,2,2,31,0,0,1,0,22,3,3,0.13839682717688265,12.9578001,77.5631189,Mysore Road,tree_fall,0.9983333333333333,1,predicted,False
FKID000111,0,2,43,0,0,1,0,22,3,3,0.06804035383777372,12.95836,77.5776317,Mysore Road,vehicle_breakdown,0.9966666666666666,1,predicted,False
FKID000112,5,1,14,0,1,1,1,2,5,12,0.05936507341271966,12.9187567,77.621505,ORR East 1,pot_holes,1.0,1,original,False
FKID000113,7,3,4,0,1,1,0,22,3,3,0.09599338140123428,13.0331905,77.5901915,Bellary Road 1,construction,1.0,1,original,False
FKID000114,0,10,37,0,0,1,0,20,3,3,0.05579796406445538,12.9360494,77.6154975,Hosur Road,vehicle_breakdown,0.9366666666666666,1,predicted,True
FKID000115,4,9,11,0,1,1,0,22,3,3,0.06657019344189045,12.9784088,77.6285392,Old Madras Road,water_logging,1.0,1,original,False
FKID000116,5,5,17,0,0,1,0,22,3,3,0.06335977237304771,12.9873237,77.6037885,Non-corridor,pot_holes,0.503747690967874,1,unresolved,False
FKID000117,0,8,39,0,1,1,0,22,3,3,0.06256033861127963,13.0190323,77.654465,ORR North 1,vehicle_breakdown,1.0,1,original,False
FKID000118,6,14,12,0,1,0,0,5,2,1,0.06255249035125307,13.0446713,77.5828869,ORR North 2,congestion,1.0,1,original,False
FKID000119,0,10,14,0,1,1,0,6,2,1,0.06758880242793973,12.9119892,77.6254956,Hosur Road,vehicle_breakdown,1.0,1,original,False
FKID000120,0,15,32,0,1,1,0,5,2,1,0.06262366693269572,12.9893579,77.5064443,Magadi Road,vehicle_breakdown,1.0,1,original,False
FKID000121,0,0,3,0,1,1,0,19,3,3,0.057614648427395575,13.0152581,77.5639687,Tumkur Road,vehicle_breakdown,1.0,1,original,False
FKID000122,2,5,44,0,0,1,0,23,3,3,0.14251761243648933,12.9392829,77.5596125,Non-corridor,tree_fall,0.7833333333333333,1,unresolved,True
FKID000123,0,2,31,0,1,1,0,8,2,1,0.07018920336924603,12.9614398,77.5600867,Mysore Road,vehicle_breakdown,1.0,1,original,False
FKID000124,0,10,14,0,1,1,0,8,2,1,0.05918852956524814,12.9194445,77.6215536,Hosur Road,vehicle_breakdown,1.0,1,original,False
FKID000125,7,5,24,0,0,1,0,11,2,1,0.13679177762573005,13.0501731,77.4947759,Non-corridor,construction,0.7666666666666666,1,unresolved,False
FKID000126,3,5,22,0,0,1,0,16,2,1,0.12056688671863583,12.8400906,77.6764868,Non-corridor,accident,0.8048324868814327,0,unresolved,False
FKID000127,3,0,24,0,1,1,0,19,2,1,0.05517523039618312,13.042636,77.5147881,Tumkur Road,accident,1.0,1,original,False
FKID000128,0,12,18,0,1,1,0,19,2,1,0.057400362713109866,12.9110914,77.6001308,Bannerghata Road,vehicle_breakdown,1.0,1,original,False
FKID000129,1,2,29,0,0,1,1,9,5,12,0.08006994185304814,12.9516567,77.500185,Mysore Road,others,0.845,1,predicted,False
FKID000130,5,5,16,0,0,1,0,20,2,1,0.062118056403727265,12.9698017,77.7319617,Non-corridor,pot_holes,0.865,0,unresolved,False
FKID000131,0,4,45,0,1,1,0,20,2,1,0.05244505023826991,13.114305,77.60655,Bellary Road 2,vehicle_breakdown,1.0,1,original,False
FKID000132,0,15,32,0,1,1,0,20,2,1,0.057487472475655235,12.9900159,77.5025425,Magadi Road,vehicle_breakdown,1.0,1,original,False
FKID000133,3,0,24,0,1,1,0,19,2,1,0.05517523039618312,13.0424443,77.5147257,Tumkur Road,accident,1.0,1,original,False
FKID000134,0,10,14,0,1,1,0,19,2,1,0.05937266188208493,12.9216832,77.6199372,Hosur Road,vehicle_breakdown,1.0,1,original,True
FKID000135,1,14,12,0,1,1,0,7,3,12,0.07446717147720494,13.0467369,77.575502,ORR North 2,others,1.0,1,original,False
FKID000136,0,3,12,0,1,1,0,20,2,1,0.05841717294818895,13.0427379,77.5892891,Bellary Road 1,vehicle_breakdown,1.0,1,original,False
FKID000137,0,0,26,0,1,1,0,20,2,1,0.05403995060976602,13.0308555,77.5359082,Tumkur Road,vehicle_breakdown,1.0,1,original,False
FKID000138,5,6,8,0,0,1,1,0,6,1,0.06384733178146049,13.0161873,77.7093516,ORR East 2,pot_holes,0.825,1,predicted,True
FKID000139,7,6,19,1,1,1,0,21,2,1,0.13997315987943248,12.9693576,77.7006406,ORR East 2,construction,1.0,1,original,False
FKID000140,0,2,40,0,0,1,0,21,3,3,0.07095902805813695,12.9625526,77.5916298,Mysore Road,vehicle_breakdown,0.9683333333333333,1,predicted,False
FKID000141,1,5,6,0,0,1,0,23,3,3,0.08104943629100883,12.9893817,77.5927844,Non-corridor,others,0.7802490737017437,0,unresolved,False
FKID000142,4,1,19,0,1,1,0,23,3,3,0.07379840539221194,12.938565,77.6979933,ORR East 1,water_logging,1.0,1,original,False
FKID000143,0,2,40,0,1,1,0,23,3,3,0.0731666676861971,12.9690624,77.5872736,Mysore Road,vehicle_breakdown,1.0,1,original,True
FKID000144,2,2,31,0,1,1,0,23,3,3,0.14352314102530603,12.961311,77.55932,Mysore Road,tree_fall,1.0,1,original,True
FKID000145,8,7,46,0,1,1,0,21,2,1,0.0762046698656681,12.9146696,77.5640607,ORR West 1,road_conditions,1.0,1,original,False
FKID000146,0,5,13,0,0,1,0,21,2,1,0.06995349946932024,12.9173038,77.5882958,Non-corridor,vehicle_breakdown,0.6275163282739535,1,unresolved,False
FKID000147,8,7,42,0,1,1,0,21,2,1,0.0762046698656681,12.9144686,77.5650362,ORR West 1,road_conditions,1.0,1,original,False
FKID000148,8,7,42,0,1,1,0,21,2,1,0.0762046698656681,12.9144815,77.5650493,ORR West 1,road_conditions,1.0,1,original,False
FKID000149,0,12,18,0,1,1,0,19,2,1,0.057400362713109866,12.9113626,77.5999548,Bannerghata Road,vehicle_breakdown,1.0,1,original,False
FKID000150,0,2,9,0,1,1,0,21,2,1,0.07095902805813695,12.9353705,77.5182037,Mysore Road,vehicle_breakdown,1.0,1,original,False
FKID000151,2,5,13,0,0,1,0,23,3,3,0.14251761243648933,12.9216444,77.5940415,Non-corridor,tree_fall,0.7633333333333333,0,unresolved,True
FKID000152,0,1,19,0,1,1,0,22,2,1,0.06015828995570984,12.9246541,77.6497438,ORR East 1,vehicle_breakdown,1.0,1,original,False
FKID000153,8,7,42,0,1,1,0,22,2,1,0.07328599564530489,12.9145147,77.5649877,ORR West 1,road_conditions,1.0,1,original,False
FKID000154,8,7,42,0,1,1,0,22,2,1,0.07328599564530489,12.9145447,77.5650079,ORR West 1,road_conditions,1.0,1,original,False
FKID000155,0,5,11,0,0,1,0,20,2,1,0.06579310927963658,12.9635928,77.6263774,Non-corridor,vehicle_breakdown,0.7516666666666667,0,unresolved,False
FKID000156,0,0,26,0,1,1,0,20,2,1,0.05403995060976602,13.0310785,77.5357035,Tumkur Road,vehicle_breakdown,1.0,1,original,False
FKID000157,0,10,22,0,1,1,0,0,4,3,0.06169221469054239,12.8700974,77.6533824,Hosur Road,vehicle_breakdown,1.0,1,original,False
FKID000158,7,9,6,1,1,1,0,22,2,1,0.1322410275122778,12.9762232,77.6016656,Old Madras Road,construction,1.0,1,original,False
FKID000159,4,1,27,0,1,1,0,6,3,1,0.07922121393795248,12.9211317,77.6627683,ORR East 1,water_logging,1.0,1,original,False
FKID000160,0,5,23,0,0,1,0,22,3,3,0.06703482524895701,12.9832059,77.5766759,Non-corridor,vehicle_breakdown,0.7316666666666667,1,unresolved,False
FKID000161,1,15,29,0,0,1,0,0,4,3,0.07227002029537069,12.9793286,77.5105419,Magadi Road,others,0.957327590439859,1,predicted,False
FKID000162,1,2,9,0,1,1,0,23,2,1,0.08205496487982554,12.94819783,77.53467664,Mysore Road,others,1.0,1,original,False
FKID000163,2,5,41,0,0,1,0,0,4,3,0.1420438332448325,13.022765,77.6014354,Non-corridor,tree_fall,0.6950000000000001,0,unresolved,True
FKID000164,5,5,36,0,0,1,0,23,2,1,0.06848608622147109,12.9943131,77.617972,Non-corridor,pot_holes,0.5628852157988973,1,unresolved,False
FKID000165,0,5,34,0,0,1,0,21,3,3,0.06995349946932024,13.0071299,77.5267687,Non-corridor,vehicle_breakdown,0.6432556375301036,1,unresolved,False
FKID000166,7,4,47,1,1,1,0,0,3,2,0.13252393652282296,13.1511992,77.620242,Bellary Road 2,construction,1.0,1,original,False
FKID000167,0,0,26,0,1,1,0,22,3,3,0.05528166657908647,13.0264,77.544019,Tumkur Road,vehicle_breakdown,1.0,1,original,False
FKID000168,5,4,45,0,0,1,0,21,0,11,0.05293038755204425,13.1212507,77.6179465,Bellary Road 2,pot_holes,0.985,1,predicted,False
FKID000169,5,15,32,0,1,1,0,0,4,3,0.05970667022583294,12.9895389,77.5057545,Magadi Road,pot_holes,1.0,1,original,False
FKID000170,0,1,19,0,1,1,0,22,2,1,0.06015828995570984,12.9245044,77.6502426,ORR East 1,vehicle_breakdown,1.0,1,original,False
FKID000171,0,5,29,0,0,1,0,0,3,2,0.07168735990572359,12.9664142,77.5125512,Non-corridor,vehicle_breakdown,0.46565453258697,0,unresolved,False
FKID000172,0,15,21,0,1,1,0,1,4,3,0.057482820176838076,12.9758786,77.5643384,Magadi Road,vehicle_breakdown,1.0,1,original,False
FKID000173,0,2,31,0,1,1,0,1,3,2,0.06679398556963613,12.9641027,77.5700324,Mysore Road,vehicle_breakdown,1.0,1,original,False
FKID000174,2,7,20,0,0,1,0,5,3,3,0.13134783121670346,12.9124656,77.5805324,ORR West 1,tree_fall,0.985,1,predicted,False
FKID000175,0,1,27,0,1,1,0,23,2,1,0.06528460380413323,12.9228317,77.6575101,ORR East 1,vehicle_breakdown,1.0,1,original,False
FKID000176,0,0,0,0,1,1,0,1,3,2,0.054035298310948866,13.0378641,77.5222897,Tumkur Road,vehicle_breakdown,1.0,1,original,False
FKID000177,0,2,31,0,1,1,0,2,4,3,0.07092219017069284,12.9583476,77.5547336,Mysore Road,vehicle_breakdown,1.0,1,original,False
FKID000178,0,10,1,0,1,1,0,0,3,2,0.06169221469054239,12.8895087,77.6408236,Hosur Road,vehicle_breakdown,1.0,1,original,False
FKID000179,0,10,1,0,1,1,0,0,3,2,0.06169221469054239,12.8895337,77.640687,Hosur Road,vehicle_breakdown,1.0,1,original,False
FKID000180,0,5,48,0,0,1,0,0,4,3,0.07168735990572359,12.9847423,77.574706,Non-corridor,vehicle_breakdown,0.49497212351350417,0,unresolved,False
FKID000181,0,0,0,0,0,1,0,1,4,3,0.054035298310948866,13.0229252,77.5099725,Tumkur Road,vehicle_breakdown,0.9983333333333333,1,predicted,False
FKID000182,0,10,1,0,1,1,0,0,3,2,0.06169221469054239,12.8894616,77.6407007,Hosur Road,vehicle_breakdown,1.0,1,original,False
FKID000183,0,8,4,0,1,1,0,2,3,2,0.06544217494419875,13.0436683,77.6067467,ORR North 1,vehicle_breakdown,1.0,1,original,False
FKID000184,0,3,3,0,1,1,0,3,3,2,0.06082354002666661,13.0145688,77.5835164,Bellary Road 1,vehicle_breakdown,1.0,1,original,False
FKID000185,0,0,26,0,1,1,0,4,4,3,0.05569759052442218,13.0186759,77.5588615,Tumkur Road,vehicle_breakdown,1.0,1,original,False
FKID000186,0,2,9,0,1,1,0,4,4,3,0.06845627778310945,12.9494883,77.5368741,Mysore Road,vehicle_breakdown,1.0,1,original,True
FKID000187,0,5,41,0,0,1,0,4,4,3,0.06745074919429274,13.0229482,77.601028,Non-corridor,vehicle_breakdown,0.6950000000000001,0,unresolved,False
